Species,Owner,Country.of.Origin,Company,Altitude,Region,Producer,Number.of.Bags,Bag.Weight,In.Country.Partner,Harvest.Year,Grading.Month,Grading.Year,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Quakers,Color,Category.Two.Defects,Expiration.Month,Expiration.Year,Certification.Body
Arabica,CADEXSA,Honduras,cadexsa,1450,marcala,JOSE OMAR ACOSTA,275,69,Instituto Hondureño del Café,2016,May,2016,Catuai,Washed / Wet,7.58,7.5,7.33,7.33,7.42,7.25,10,10,10,7.25,81.67,0.11,0,0,Blue-Green,2,May,2017,Instituto Hondureño del Café
Arabica,Taylor Winch (Coffee) Ltd.,"Tanzania, United Republic Of",volcafe/taylorwinch tanzania ltd,1800,mbinga,Ngima Amcos,320,60,Tanzanian Coffee Board,2016,April,2016,,,7.17,7.33,7.33,7.42,7.5,7.33,10,10,10,7.58,81.67,0,0,0,Green,1,April,2017,Tanzanian Coffee Board
Arabica,"COMERCIAL INTERNACIONAL EXPORTADORA, S.A.",Nicaragua,"comercial internacional exportadora, s.a.",,jinotega,Rolando Lacayo Cardenal,275,69,Instituto Hondureño del Café,,March,2016,,,7.58,7.5,7.25,7.25,7.5,7.25,10,10,10,7.33,81.67,0.1,0,0,Green,1,March,2017,Instituto Hondureño del Café
Arabica,Racafe & Cia S.C.A,Colombia,racafe & cia s.c.a,,la plata,,165,70,Almacafé,2016,January,2016,,,7.75,7.75,7.75,7.67,5.25,7.83,10,10,10,7.67,81.67,0,0,1,,1,January,2017,Almacafé
Arabica,Ipanema Coffees,Brazil,ipanema coffees,1,south of minas,Ipanema Agrícola SA,320,2,Brazil Specialty Coffee Association,2015,October,2015,Yellow Bourbon,Natural / Dry,7.25,7.75,6.92,7.42,7.5,7.58,10,10,10,7.25,81.67,0,0,0,Green,0,October,2016,Brazil Specialty Coffee Association
Arabica,DAE Ltd Company,"Tanzania, United Republic Of",dae ltd company,1500,mbinga,DAE Ltd,20,60,Africa Fine Coffee Association,2014,January,2015,Other,Washed / Wet,7.42,7.33,7.25,7.42,7.5,7.42,10,10,10,7.33,81.67,0.12,0,0,Green,0,January,2016,Africa Fine Coffee Association
Arabica,Tembo Coffee Company Ltd,"Tanzania, United Republic Of",tembo coffee company ltd,1700,"ilomba vilage, mbozi",Tembo Coffee Company Ltd,10,60,Africa Fine Coffee Association,2013,December,2014,Other,Washed / Wet,7.33,7.33,7.5,7.25,7.42,7.33,10,10,10,7.5,81.67,0.12,0,0,Green,7,December,2015,Africa Fine Coffee Association
Arabica,Ipanema Coffees,Brazil,ipanema coffees,1260,south of minas,Ipanema Agrícola SA,300,2,Specialty Coffee Association,2014,October,2014,Bourbon,Washed / Wet,7.25,7.42,7.25,7.5,7.5,7.42,10,10,10,7.33,81.67,0.1,0,0,Green,2,October,2015,Specialty Coffee Association
Arabica,Chris Finch,Indonesia,volcafe specialty coffee,,bener meriah,,320,4,Specialty Coffee Association,2013,May,2014,Sumatra,Semi-washed / Semi-pulped,7.17,7.42,7.33,7.42,7.33,7.42,10,10,10,7.58,81.67,0.11,0,0,Bluish-Green,0,May,2015,Specialty Coffee Association
Arabica,,Honduras,cigrah,1400,comayagua,"Tomás Sosa, Juan Damaso",275,1,Instituto Hondureño del Café,2014,May,2014,Caturra,Natural / Dry,7.5,7.33,7.5,7.5,7.17,7.17,10,10,10,7.5,81.67,0.1,0,0,Green,5,May,2015,Instituto Hondureño del Café
Arabica,"CECA, S.A.",Costa Rica,"ceca,s.a.",1850,tarrazu,Martin Gutierrez,275,69,Specialty Coffee Association of Costa Rica,2013,April,2014,Caturra,Washed / Wet,7.5,7.17,7.17,7.17,7.5,7.08,10,10,10,8.08,81.67,0.11,0,0,Green,3,April,2015,Specialty Coffee Association of Costa Rica
Arabica,Dane Loraas,Mexico,sustainable harvest,,veracruz,Huatusco,320,5,Specialty Coffee Association,2014,April,2014,,Washed / Wet,7.42,7.42,7.67,8,7.58,7.5,9.33,9.33,10,7.42,81.67,0,0,0,Green,4,April,2015,Specialty Coffee Association
Arabica,CQI Taiwan ICP CQI台灣合作夥伴,Taiwan,blossom valley宸嶧國際,150,changhua baguashan 彰化市八卦山,Zhang ming fu 張明福,10,30,Blossom Valley International,2013,December,2013,Typica,Semi-washed / Semi-pulped,7.5,7.5,7.5,7.25,7.42,7.25,10,10,10,7.25,81.67,0.11,0,0,Green,0,December,2014,Blossom Valley International
Arabica,CQI Taiwan ICP CQI台灣合作夥伴,Taiwan,blossom valley宸嶧國際,750,nantou,Wu cai jin 吳蔡錦,10,30,Blossom Valley International,2013,December,2013,Typica,Washed / Wet,7.58,7.42,7.33,7.42,7.33,7.33,10,10,10,7.25,81.67,0.11,0,0,Green,0,December,2014,Blossom Valley International
Arabica,FREDY GORDILLO REYES,Mexico,union ramal santa cruz spr de ri,1400,"la concordia, chiapas",UNION RAMAL SANTA CRUZ,310,1,AMECAFE,2013,March,2013,Typica,Washed / Wet,7.5,7.42,7.08,7.58,7.33,7.33,10,10,10,7.42,81.67,0.12,0,0,Green,6,March,2014,AMECAFE
Arabica,Juan Luis Alvarado Romero,Guatemala,finca el morito,1753,jalapa,"CAFE MOLINO MONTERROSO P,J. ROBERTO",275,69,Asociacion Nacional Del Café,2012,October,2012,Bourbon,Washed / Wet,7.5,7.67,7.33,7.33,7.33,7.33,10,10,10,7.17,81.67,0.11,0,0,Green,4,October,2013,Asociacion Nacional Del Café
Arabica,VIRGINIA GORDILLO GORDILLO,Mexico,"productora agricola y ganadera finca la suiza, s.p.r. de r.l. de c.v.",1650,tuxtla gutierrez,PRODUCTORA AGRICOLA Y GANADERA FINCA LA SUIZA,100,1,AMECAFE,2012,September,2012,Typica,Washed / Wet,7.25,7.67,7.58,7.67,7.67,7.58,8.67,10,10,7.58,81.67,0.13,1,0,Green,13,September,2013,AMECAFE
Arabica,JOSE LUIS MUNOZ GUERRERO,Mexico,,1400,yajalon,MAYA BINIK,15,1,AMECAFE,2012,August,2012,Bourbon,Washed / Wet,7.67,7.25,7.17,7.75,7.5,7.25,10,10,10,7.08,81.67,0.11,0,0,Green,4,August,2013,AMECAFE
Arabica,CHRISTINA DUSING,Mexico,,1200,veracruz,CESAR SANTIZ LOPEZ,275,1,AMECAFE,2012,July,2012,Bourbon,Washed / Wet,7.5,7.42,7.33,7.42,7.42,7.42,10,10,10,7.17,81.67,0.11,0,0,Green,2,July,2013,AMECAFE
Arabica,ALFREDO BOJALIL,Mexico,ecomtrading,1400,"la concordia, chiapas",OCTAVIO MOGUEL FARRERA,250,1,AMECAFE,2012,April,2012,Bourbon,Washed / Wet,7.58,7.42,7.25,7.58,7.25,7.17,10,10,10,7.42,81.67,0.11,0,0,Green,2,April,2013,AMECAFE
Arabica,MIGUEL CORTES MORENO,Mexico,"estrategias constructivas corzu, s.a. de c.v.",940,"sacún palma, municipio de chilón, chiapas",ARMANDO GUTIEREZ GUZMÁN,12,1,AMECAFE,2012,February,2012,Caturra,Semi-washed / Semi-pulped,7.75,7.58,7.25,7.17,7.58,7.33,9.33,10,10,7.67,81.67,0.11,0,0,Green,4,February,2013,AMECAFE
Arabica,Kona Pacific Farmers Cooperative,United States (Hawaii),cqi,,kona,,13,100,Specialty Coffee Association,2012,February,2012,Hawaiian Kona,Washed / Wet,7.42,7.33,7.33,7.33,7.17,7.83,10,10,10,7.25,81.67,0.1,1,0,Green,1,February,2013,Specialty Coffee Association
Arabica,MDH,Honduras,molinos de honduras,1200,western region,Cafes Finos de Corquin,275,69,Instituto Hondureño del Café,2018,January,2018,Catimor,Washed / Wet,7.5,7.42,7.08,7.42,7.5,7.33,10,10,10,7.33,81.58,0.11,0,1,Blue-Green,3,January,2019,Instituto Hondureño del Café
Arabica,Juan Luis Alvarado Romero,Guatemala,"unex guatemala, s.a.",1902,huehuetenango,"AGRICOLA EL PILAR, SA.",25,69,Asociacion Nacional Del Café,2017,June,2017,Bourbon,Washed / Wet,7.42,7.42,7.08,7.5,7.42,7.33,10,10,10,7.42,81.58,0.12,0,0,Green,0,June,2018,Asociacion Nacional Del Café
Arabica,"Lin, Che-Hao Krude 林哲豪",Taiwan,taiwan coffee laboratory,800,natou county,蘇晉寬 Su Jin Kuan,20,50,Specialty Coffee Association,2016,July,2016,Typica,Washed / Wet,7.42,7.42,7.25,7.67,7.33,7.25,10,10,10,7.25,81.58,0.1,0,0,Blue-Green,0,July,2017,Specialty Coffee Association
Arabica,"CECA, S.A.",Costa Rica,"ceca,s.a.",1300,turrialba,Cafetalera Aquiares,250,69,Specialty Coffee Association of Costa Rica,2015,February,2015,Caturra,Washed / Wet,7.58,7.42,7.5,7.17,7.08,7.58,10,10,10,7.25,81.58,0.12,0,0,Green,1,February,2016,Specialty Coffee Association of Costa Rica
Arabica,Acacia Hills Ltd,"Tanzania, United Republic Of",acacia hills ltd,1800,"oldeani , mongola",Acacia Hills Ltd,100,60,Africa Fine Coffee Association,2014,December,2014,Other,Washed / Wet,7.42,7.42,7.33,7.42,7.42,7.33,10,10,10,7.25,81.58,0.12,0,0,Green,5,December,2015,Africa Fine Coffee Association
Arabica,AFCA,Malawi,mzuzu coffee planters coop union,1100,mzuzu,Mzuzu Coffee Coop Union,10,60,Africa Fine Coffee Association,2014,October,2014,Gesha,Washed / Wet,7.42,7.42,7.17,7.58,7.33,7.33,10,10,10,7.33,81.58,0.13,0,0,Green,0,October,2015,Africa Fine Coffee Association
Arabica,"Lin, Che-Hao Krude 林哲豪",Taiwan,"red on tree co., ltd.",850,natou county,CHIU WEI LUN 邱偉倫,50,20,Specialty Coffee Association,2014,August,2014,Typica,Semi-washed / Semi-pulped,7.33,7.17,7.08,7.08,8.33,8.25,10,10,9.33,7,81.58,0,0,0,,0,August,2015,Specialty Coffee Association
Arabica,Ipanema Coffees,Brazil,ipanema coffees,1260,south of minas,Ipanema Coffees,300,60,NUCOFFEE,2013,November,2013,Yellow Bourbon,Washed / Wet,7.42,7.42,7.33,7.33,7.5,7.25,10,10,10,7.33,81.58,0.12,0,0,Blue-Green,3,November,2014,NUCOFFEE
Arabica,Juan Luis Alvarado Romero,Guatemala,"unex guatemala, s.a.",1311,oriente,ROBERTO MONTERROSO,250,69,Asociacion Nacional Del Café,2013,July,2013,Bourbon,Washed / Wet,7.42,7.33,7.17,7.58,7.42,7.5,10,10,10,7.17,81.58,0.12,0,0,Green,1,July,2014,Asociacion Nacional Del Café
Arabica,FREDY GORDILLO REYES,Mexico,union ramal santa cruz spr de ri,1400,"la concordia, chiapas",UNION RAMAL SANTA CRUZ,310,1,AMECAFE,2013,March,2013,Typica,Washed / Wet,7.67,7.5,7.42,7.5,6.75,7.42,10,10,10,7.33,81.58,0.12,0,0,Green,9,March,2014,AMECAFE
Arabica,Enrique Eduardo Lopez Aguilar,Mexico,finca santa cruz,1600,la concordia,LUIS ANTONIO LOPEZ AGUILAR,28,1,AMECAFE,2012,June,2012,Marigojipe,Natural / Dry,7.33,7.5,7.25,7.5,7.5,7.17,10,10,10,7.33,81.58,0.11,0,0,,0,June,2013,AMECAFE
Arabica,Enrique Eduardo Lopez Aguilar,Mexico,finca santa cruz,1650,la concordia,ENRIQUE EDUARDO LOPEZ AGUILAR,28,1,AMECAFE,2012,June,2012,Typica,Natural / Dry,7.67,7.58,7.42,7.58,7.58,7.42,10,10,8.67,7.67,81.58,0.11,0,0,,2,June,2013,AMECAFE
Arabica,Doi Chaang Coffee Company,Thailand,,1500,"doi chaang village, chiang rai, thialand",Doi Chaang Community Enterprise Piko,12,50,Specialty Coffee Association,2011,November,2011,,,7.08,7.33,7.58,7.58,7.17,7.5,10,10,10,7.33,81.58,0.01,0,0,,0,November,2012,Specialty Coffee Association
Arabica,Doi Tung Development Project,Thailand,,,,,1,60,Specialty Coffee Association,2011,August,2011,,,7.33,7.33,7.17,7.5,7.58,7.33,10,10,10,7.33,81.58,0.2,0,0,,0,August,2012,Specialty Coffee Association
Arabica,Benjamin Schmerler,Costa Rica,,1600,tarrazu,CoopeTarrazu,1,60,Specialty Coffee Association,,June,2011,,,7.25,7.17,7.33,7.33,7.5,7.75,10,10,10,7.25,81.58,0,0,0,,1,June,2012,Specialty Coffee Association
Arabica,Juan Luis Alvarado Romero,Guatemala,"unex guatemala, s.a.",1219,santa rosa,OTTO BECKER,50,69,Asociacion Nacional Del Café,2017,August,2017,Bourbon,Washed / Wet,7.67,7.58,7.17,7.42,7.33,7.42,9.33,10,10,7.58,81.5,0.1,0,0,Green,0,August,2018,Asociacion Nacional Del Café
Arabica,"Exportadora Atlantic, S.A.",Nicaragua,exportadora atlantic s.a,1100,jalapa,Teófilo Narváez :,550,69,Instituto Hondureño del Café,2017,June,2017,Caturra,Other,7.5,7.42,7.33,7.33,7.25,7.33,10,10,10,7.33,81.5,0.11,0,0,Green,3,June,2018,Instituto Hondureño del Café
Arabica,Elsy Reyes,Honduras,cigrah,1400,comayagua,NAHUN MALDONADO,275,69,Instituto Hondureño del Café,2017,June,2017,Caturra,Washed / Wet,7.5,7.5,7.33,7.42,7.17,7.25,10,10,10,7.33,81.5,0.1,0,0,Green,5,June,2018,Instituto Hondureño del Café
Arabica,Juan Luis Alvarado Romero,Guatemala,"unex guatemala, s.a.",,santa rosa,AGRICOLA MONTE VERDE,50,69,Asociacion Nacional Del Café,2017,June,2017,Bourbon,,7.5,7.42,7.25,7.25,7.5,7.25,10,10,10,7.33,81.5,0.12,0,0,Green,0,June,2018,Asociacion Nacional Del Café
Arabica,CQI Taiwan ICP CQI台灣合作夥伴,Taiwan,宸嶧國際,180,古坑鄉荷包村尖山坑60號,劉易騰,123,2,Blossom Valley International,2015,September,2015,Typica,Natural / Dry,7.5,7.42,7.33,7.08,7.58,7.25,10,10,10,7.33,81.5,0.12,0,0,Green,2,September,2016,Blossom Valley International
Arabica,Genius Coffee,Myanmar,"aung nay lin htun co., ltd",1219,ywar ngan township,Genius Coffee Estate,1,1,Coffee Quality Institute,2015,July,2015,Catuai,Washed / Wet,7.25,7.42,7.25,7.5,7.33,7.33,10,10,10,7.42,81.5,0,0,0,Green,4,July,2016,Coffee Quality Institute
Arabica,Santa Laura Exportadora de Cafe S.L.E.C. S.A.,Costa Rica,santa laura exportadora de cafe s.l.e.c. s.a.,1200,occidental,Beneficio la Eva S.A.,250,1,Specialty Coffee Association of Costa Rica,2014,January,2015,Caturra,Washed / Wet,7.83,7.33,7.08,7.08,7.33,7.5,10,10,10,7.33,81.5,0.12,1,0,Green,2,January,2016,Specialty Coffee Association of Costa Rica
Arabica,AFCA,Malawi,mzuzu coffee planters coop union,1599,mzuzu,Mzuzu Coffee Coop Union,15,60,Africa Fine Coffee Association,2014,November,2014,Gesha,Washed / Wet,7.67,7.42,6.92,7.5,7.5,7.17,10,10,10,7.33,81.5,0.12,0,0,Green,0,November,2015,Africa Fine Coffee Association
Arabica,Juan Luis Alvarado Romero,Guatemala,outspan guatemala s.a.,1219,oriente,VARIOS,250,69,Asociacion Nacional Del Café,2014,September,2014,Other,Washed / Wet,7.5,7.42,7.17,7.58,7.25,7.42,10,10,10,7.17,81.5,0.12,0,0,Green,0,September,2015,Asociacion Nacional Del Café
Arabica,"Lin, Che-Hao Krude 林哲豪
",Taiwan,"red on tree co., ltd.",900,natou county,HUANG MEI TAO 黃美桃,50,20,Specialty Coffee Association,2014,August,2014,Typica,Washed / Wet,7.42,7.33,7.67,7.33,7.42,7.5,10,10,9.33,7.5,81.5,0.11,0,0,Blue-Green,0,August,2015,Specialty Coffee Association
Arabica,Jacques Pereira Carneiro,Brazil,exportadora de cafés carmo de minas ltda,1200,sul de minas,MARIA ROGERIA COSTA PEREIRA,300,60,Specialty Coffee Association,2014,July,2014,Yellow Bourbon,Semi-washed / Semi-pulped,7.58,7.5,7.5,7.67,7.67,7.83,9.33,9.33,9.33,7.75,81.5,0,1,0,Green,1,July,2015,Specialty Coffee Association
Arabica,Myriam Kaplan-Pasternak,Haiti,haiti coffee,825,"dondon, haiti",Mixed,300,4,Specialty Coffee Association,2013,May,2014,Blue Mountain,Washed / Wet,7.42,7.33,7.25,7.42,7.42,7.33,10,10,10,7.33,81.5,0.11,0,0,Bluish-Green,0,May,2015,Specialty Coffee Association
Arabica,CQI Taiwan ICP CQI台灣合作夥伴,Taiwan,blossom valley宸嶧國際,600,taichung xinshe 台中市新社區,Xu yuan zhang 徐源漳,5,30,Blossom Valley International,2013,December,2013,Typica,Other,7.5,7.42,7.25,7.25,7.33,7.33,10,10,10,7.42,81.5,0.11,0,0,Green,0,December,2014,Blossom Valley International
Arabica,ALFREDO BOJALIL,Mexico,ecomtrading,1150,"la concordia, chiapas",AGROINDUSTRIAS UNIDAS DE MEXICO SA DE CV,250,1,AMECAFE,2013,March,2013,Typica,Washed / Wet,7.33,7.33,7.17,7.42,7.5,7.5,10,10,10,7.25,81.5,0.13,0,0,Green,2,March,2014,AMECAFE
Arabica,ALFREDO BOJALIL,Mexico,ecomtrading,1600,amatenango de la frontera,JORGE HERNANDEZ MONTEJO,250,1,AMECAFE,2012,August,2012,Typica,Washed / Wet,7.58,7.42,7.25,7.42,7.33,7.33,10,10,10,7.17,81.5,0.12,0,0,Green,5,August,2013,AMECAFE
Arabica,JOSE LUIS MUNOZ GUERRERO,Mexico,,1100,temaxcalapa,ZENOBIO MARTINEZ CANO,30,1,AMECAFE,2012,August,2012,Catuai,Washed / Wet,7.42,7.25,7.17,7.42,7.17,8,10,10,10,7.08,81.5,0.12,0,0,Green,10,August,2013,AMECAFE
Arabica,JOSE LUIS MUNOZ GUERRERO,Mexico,,1000,manzanillo,MANUEL DUARTE MUNGUIA,20,1,AMECAFE,2012,August,2012,Typica,Semi-washed / Semi-pulped,7.33,7.5,7.33,7.33,7.33,7.42,10,10,10,7.25,81.5,0.11,0,0,Green,6,August,2013,AMECAFE
Arabica,TOMAS EDELMANN BLASS,Mexico,,1250,tapachula,TOMAS EDELMANN BLASS,50,80,AMECAFE,2012,July,2012,Bourbon,Washed / Wet,7.42,7.42,7.33,7.17,7.25,7.42,10,10,10,7.5,81.5,0.13,0,0,Green,5,July,2013,AMECAFE
Arabica,MARIA DE LA PAZ AGUILAR GUILLEN,Mexico,,1100,atoyac de alvarez,MARIA DE LA PAZ AGUILAR GUILLEN,15,1,AMECAFE,2012,July,2012,Typica,Natural / Dry,7.5,7.5,7.25,7.5,7.42,7.58,9.33,10,10,7.42,81.5,0.11,0,0,Green,3,July,2013,AMECAFE
Arabica,Specialty Coffee Association of Indonesia,Indonesia,scai,1400,ijen,PT. Perkebunan Nusantara XII,10,60,Specialty Coffee Association of Indonesia,2012,May,2012,Other,Washed / Wet,7.75,7.17,7.17,7.33,7.58,7.33,10,10,10,7.17,81.5,0.12,0,0,Green,0,May,2013,Specialty Coffee Association of Indonesia
Arabica,Jacques Pereira Carneiro,Brazil,exportadora de cafés carmo de minas ltda,1250,sul de minas,Nazareth Dias Pereira,300,1,NUCOFFEE,2012,April,2012,Bourbon,Semi-washed / Semi-pulped,7.5,7.42,7.17,7.42,7.5,7.33,10,10,10,7.17,81.5,0.12,0,0,Blue-Green,2,April,2013,NUCOFFEE
Arabica,Juan Luis Alvarado Romero,Guatemala,"unex guatemala, s.a.",,oriente,CHIQUIMULJA / ALPHA CAFE / SENFRO,250,1,Asociacion Nacional Del Café,2012,January,2012,Bourbon,Washed / Wet,7.33,7.5,7.33,7.42,7.17,7.33,10,10,10,7.42,81.5,0.11,0,0,Green,1,January,2013,Asociacion Nacional Del Café
Arabica,Racafe & Cia S.C.A,Colombia,,1450,cauca,,250,70,Almacafé,2011,September,2011,,,7.42,7.42,7.17,7.42,7.42,7.33,10,10,10,7.33,81.5,0.06,1,0,,0,September,2012,Almacafé
Arabica,Kona Pacific Farmers Cooperative,United States (Hawaii),,,kona,,16,1,Specialty Coffee Association,,June,2010,,,7.33,7.33,7.33,7.5,7.5,7.83,9.33,10,10,7.33,81.5,0,0,0,,17,June,2011,Specialty Coffee Association
Arabica,CAFES TOMARI SA DE CV,Mexico,cafes tomari sa de cv,1100,veracruz,Cafes tomari sa de cv,200,69,Centro Agroecológico del Café A.C.,2017,May,2017,Mundo Novo,Washed / Wet,7.58,7.33,7.08,7.33,7.5,7.33,10,10,10,7.25,81.42,0.12,1,5,Green,17,May,2018,Centro Agroecológico del Café A.C.
Arabica,Juan Luis Alvarado Romero,Guatemala,"agricola nueva granada, s.a.",1372,san marcos,"AGRICOLA NUEVA GRANADA, S.A.",450,69,Asociacion Nacional Del Café,2016,March,2016,Catuai,Washed / Wet,7.42,7.33,7.08,7.58,7.33,7.25,10,10,10,7.42,81.42,0.1,0,0,Green,0,March,2017,Asociacion Nacional Del Café
Arabica,Cafebras,Brazil,cafebras comercio de cafés do brasil sa,1100,cerrado,INACIO URBAN,300,60,Brazil Specialty Coffee Association,2015,December,2015,Catuai,Natural / Dry,7.33,7.5,7.5,7.33,6.83,7.42,10,10,10,7.5,81.42,0.11,0,0,Green,2,December,2016,Brazil Specialty Coffee Association
Arabica,CADEXSA,Honduras,cadexsa,1400,marcala,Jose Omar Acosta,275,1,Instituto Hondureño del Café,2015,May,2015,Catuai,Washed / Wet,7.5,7.33,7.17,7.25,7.5,7.42,10,10,10,7.25,81.42,0.12,0,0,Green,1,May,2016,Instituto Hondureño del Café
Arabica,CQI Taiwan ICP CQI台灣合作夥伴,Taiwan,宸嶧國際,110,苗栗三灣,謝文品,10,60,Blossom Valley International,2014,November,2014,Typica,Washed / Wet,7.83,7.75,7.42,7.17,7.08,7.08,10,10,10,7.08,81.42,0.12,0,0,Green,0,November,2015,Blossom Valley International
Arabica,AFCA,Malawi,mzuzu coffee planters coop union,1422,mzuzu,Mzuzu Coffee Coop Union,12,60,Africa Fine Coffee Association,2014,November,2014,Gesha,Washed / Wet,7.58,7.17,7.33,7.42,7.08,7.42,10,10,10,7.42,81.42,0.12,0,0,Bluish-Green,0,November,2015,Africa Fine Coffee Association
Arabica,Ipanema Coffees,Brazil,ipanema coffees,1100,south of minas,Ipanema Agrícola SA,320,2,Specialty Coffee Association,2014,October,2014,Bourbon,Natural / Dry,7.25,7.5,7.42,7.17,7.33,7.33,10,10,10,7.42,81.42,0,0,0,Green,0,October,2015,Specialty Coffee Association
Arabica,Juan Luis Alvarado Romero,Guatemala,cafcom,1550,"san lucas toliman, solola","PACHUJ, S. A.",250,69,Asociacion Nacional Del Café,2014,May,2014,Bourbon,Washed / Wet,7.42,7.5,7.17,7.42,7.42,7.42,10,10,10,7.08,81.42,0.1,0,0,Green,6,May,2015,Asociacion Nacional Del Café
Arabica,Kurt Kappeli,Mexico,globus coffee,1550,siltepec el triunfo,various small producers,280,2,Specialty Coffee Association,2014,May,2014,Typica,Washed / Wet,7.67,7.33,7.25,7.17,7.25,7.42,10,10,10,7.33,81.42,0,1,0,Green,1,May,2015,Specialty Coffee Association
Arabica,Dane Loraas,Peru,sustainable harvest,,puno,,280,5,Specialty Coffee Association,2013,February,2014,,Washed / Wet,7.42,7.42,7.17,7.33,7.42,7.42,10,10,10,7.25,81.42,0.1,1,0,Bluish-Green,5,February,2015,Specialty Coffee Association
Arabica,Juan Luis Alvarado Romero,Guatemala,"unex guatemala, s.a.",1311,oriente,OTTO BECKER,250,69,Asociacion Nacional Del Café,2013,October,2013,Bourbon,Washed / Wet,7.42,7.33,7.25,7.42,7.42,7.5,10,10,10,7.08,81.42,0.12,0,0,Green,4,October,2014,Asociacion Nacional Del Café
Arabica,SAUL M. HERNANDEZ RAMIREZ,Mexico,,763,"huazalingo, hidalgo","MARTINEZ BAUTISTA, NICOLAS",10,1,AMECAFE,2012,September,2012,Caturra,Washed / Wet,7.42,7.33,7.25,7.17,7.25,7.42,10,10,10,7.58,81.42,0.13,1,0,None,8,September,2013,AMECAFE
Arabica,GRUPO CAFETALERO LOS BRUJOS SPR DE RL,Mexico,grupo cafetalero los brujos,1100,"coatepec, coatepec",MARIA DE LOUDES ANCIRA ELIZONDO,20,1,AMECAFE,2012,June,2012,Typica,Washed / Wet,7.42,7.42,7.25,7.25,7.5,7.33,10,10,10,7.25,81.42,0.13,0,0,,1,June,2013,AMECAFE
Arabica,Exportadora de Cafe Condor S.A,Colombia,exportadora de cafe condor s.a,1750,huila,Exportadora de cafe condor s.a,250,70,Almacafé,2011,November,2011,Caturra,Natural / Dry,7.5,7.42,7.25,7.17,7.17,7.75,10,10,10,7.17,81.42,0.11,0,0,Green,0,November,2012,Almacafé
Arabica,Exportadora de Cafe Condor S.A,Colombia,,1880,cauca,,250,70,Almacafé,2011,February,2011,,,7.75,7.33,7.42,7,7.33,7.25,10,10,10,7.33,81.42,0.16,0,0,,2,February,2012,Almacafé
Arabica,Kona Pacific Farmers Cooperative,United States (Hawaii),,,kona,,27,0,Specialty Coffee Association,,May,2010,Peaberry,,7.83,7,7,7.58,7.58,7.5,10,10,10,6.92,81.42,0.01,0,0,,10,May,2011,Specialty Coffee Association
Arabica,Racafe & Cia S.C.A,Colombia,racafe & cia s.c.a,,huila,La Plata,230,70,Almacafé,2016,November,2016,Caturra,Washed / Wet,7.5,7.33,7.33,7.17,7.33,7.42,10,10,10,7.25,81.33,0,0,0,,0,November,2017,Almacafé
Arabica,Bismarck Castro,Honduras,cigrah s.a de c.v,1500,comayagua,Nahun Maldonado,275,69,Instituto Hondureño del Café,2016,June,2016,Caturra,Washed / Wet,7.5,7.5,7,7.17,7.5,7.33,10,10,10,7.33,81.33,0.11,0,2,Bluish-Green,3,June,2017,Instituto Hondureño del Café
Arabica,Angel Oscar Medina Rodriguez,Mexico,ac la laja sa de cv,1130,veracruz,Juan Hermilo Sampieri,220,69,Centro Agroecológico del Café A.C.,2016,February,2016,,,7.67,7.42,7,7.42,7.58,7.08,10,10,10,7.17,81.33,0.12,0,2,Green,0,February,2017,Centro Agroecológico del Café A.C.
Arabica,Cafebras,Brazil,cafebras comercio de cafés do brasil sa,1100,cerrado,NELSON AZEVEDO FRANÇA,300,60,Brazil Specialty Coffee Association,2015,November,2015,Catuai,Natural / Dry,7.25,7.33,7.33,7.33,7.33,7.42,10,10,10,7.33,81.33,0.11,0,0,Green,14,November,2016,Brazil Specialty Coffee Association
Arabica,CADEXSA,Honduras,cadexsa,1350,marcala,Jose Omar Acosta,275,1,Instituto Hondureño del Café,2015,May,2015,Catuai,Washed / Wet,7.58,7.42,7.17,7.42,7.17,7.17,10,10,10,7.42,81.33,0.09,0,0,Green,4,May,2016,Instituto Hondureño del Café
Arabica,Jacques Pereira Carneiro,Brazil,exportadora de cafés carmo de minas ltda,1200,mantiqueira de minas,NAZARETH DIAS PEREIRA,300,60,Brazil Specialty Coffee Association,2014,December,2014,Yellow Bourbon,Other,7.17,7.33,7.42,7.25,7.42,7.33,10,10,10,7.42,81.33,0.12,0,0,Green,6,December,2015,Brazil Specialty Coffee Association
Arabica,Victoria,Philippines,s3v international importing,1400,"davao city, region 11","COFFEE FOR PEACE,INC.",2,2,Specialty Coffee Association,2014,November,2014,Other,Washed / Wet,7.08,7.33,7.42,7.33,7.33,7.5,10,10,10,7.33,81.33,0.14,0,0,Green,3,November,2015,Specialty Coffee Association
Arabica,AFCA,Malawi,mzuzu coffee planters coop union,1200,mzuzu,Mzuzu Coffee Coop Union,31,60,Africa Fine Coffee Association,2014,November,2014,Gesha,Washed / Wet,7.75,7.33,7.08,7.33,7.33,7.25,10,10,10,7.25,81.33,0.13,0,0,Green,1,November,2015,Africa Fine Coffee Association
